Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Sales,Month,City,Hours,minute,second,Grouped
176689,AAA Batteries (4-pack),2,2.99,2019-04-24 17:15:00,"659 Lincoln St, New York City, NY 10001",5.98,4,New York City,17,15,0,"Bose SoundSport Headphones , AAA Batteries (4-pack)"
176739,34in Ultrawide Monitor,1,379.99,2019-04-05 17:38:00,"730 6th St, Austin, TX 73301",379.99,4,Austin,17,38,0,"34in Ultrawide Monitor , Google Phone"
176739,Google Phone,1,600.0,2019-04-05 17:38:00,"730 6th St, Austin, TX 73301",600.0,4,Austin,17,38,0,"34in Ultrawide Monitor , Google Phone"
176774,Lightning Charging Cable,1,14.95,2019-04-25 15:06:00,"372 Church St, Los Angeles, CA 90001",14.95,4,Los Angeles,15,6,0,"Lightning Charging Cable , USB-C Charging Cable"
176774,USB-C Charging Cable,1,11.95,2019-04-25 15:06:00,"372 Church St, Los Angeles, CA 90001",11.95,4,Los Angeles,15,6,0,"Lightning Charging Cable , USB-C Charging Cable"
176781,iPhone,1,700.0,2019-04-03 07:37:00,"976 Hickory St, Dallas, TX 75001",700.0,4,Dallas,7,37,0,"iPhone , Lightning Charging Cable"
176781,Lightning Charging Cable,1,14.95,2019-04-03 07:37:00,"976 Hickory St, Dallas, TX 75001",14.95,4,Dallas,7,37,0,"iPhone , Lightning Charging Cable"
176797,Google Phone,1,600.0,2019-04-21 08:54:00,"923 Elm St, Los Angeles, CA 90001",600.0,4,Los Angeles,8,54,0,"Google Phone , Bose SoundSport Headphones , Wired Headphones"
176797,Bose SoundSport Headphones,1,99.99,2019-04-21 08:54:00,"923 Elm St, Los Angeles, CA 90001",99.99,4,Los Angeles,8,54,0,"Google Phone , Bose SoundSport Headphones , Wired Headphones"
176797,Wired Headphones,1,11.99,2019-04-21 08:54:00,"923 Elm St, Los Angeles, CA 90001",11.99,4,Los Angeles,8,54,0,"Google Phone , Bose SoundSport Headphones , Wired Headphones"
176805,Google Phone,1,600.0,2019-04-01 15:50:00,"91 Lincoln St, Portland, OR 97035",600.0,4,Portland,15,50,0,"Google Phone , USB-C Charging Cable"
176805,USB-C Charging Cable,1,11.95,2019-04-01 15:50:00,"91 Lincoln St, Portland, OR 97035",11.95,4,Portland,15,50,0,"Google Phone , USB-C Charging Cable"
176808,Google Phone,1,600.0,2019-04-28 18:03:00,"933 Meadow St, San Francisco, CA 94016",600.0,4,San Francisco,18,3,0,"Google Phone , Wired Headphones"
176808,Wired Headphones,1,11.99,2019-04-28 18:03:00,"933 Meadow St, San Francisco, CA 94016",11.99,4,San Francisco,18,3,0,"Google Phone , Wired Headphones"
176813,Google Phone,1,600.0,2019-04-28 18:01:00,"269 Hill St, Atlanta, GA 30301",600.0,4,Atlanta,18,1,0,"Google Phone , Wired Headphones"
176813,Wired Headphones,1,11.99,2019-04-28 18:01:00,"269 Hill St, Atlanta, GA 30301",11.99,4,Atlanta,18,1,0,"Google Phone , Wired Headphones"
176935,AAA Batteries (4-pack),1,2.99,2019-04-03 21:31:00,"315 1st St, Dallas, TX 75001",2.99,4,Dallas,21,31,0,"AAA Batteries (4-pack) , 27in FHD Monitor"
176935,27in FHD Monitor,1,149.99,2019-04-03 21:31:00,"315 1st St, Dallas, TX 75001",149.99,4,Dallas,21,31,0,"AAA Batteries (4-pack) , 27in FHD Monitor"
176975,USB-C Charging Cable,1,11.95,2019-04-23 15:46:00,"28 13th St, San Francisco, CA 94016",11.95,4,San Francisco,15,46,0,"USB-C Charging Cable , AAA Batteries (4-pack)"
176975,AAA Batteries (4-pack),1,2.99,2019-04-23 15:46:00,"28 13th St, San Francisco, CA 94016",2.99,4,San Francisco,15,46,0,"USB-C Charging Cable , AAA Batteries (4-pack)"
176989,Google Phone,1,600.0,2019-04-09 13:43:00,"346 9th St, Los Angeles, CA 90001",600.0,4,Los Angeles,13,43,0,"Google Phone , USB-C Charging Cable"
176989,USB-C Charging Cable,1,11.95,2019-04-09 13:43:00,"346 9th St, Los Angeles, CA 90001",11.95,4,Los Angeles,13,43,0,"Google Phone , USB-C Charging Cable"
176993,iPhone,1,700.0,2019-04-07 09:43:00,"28 South St, Los Angeles, CA 90001",700.0,4,Los Angeles,9,43,0,"iPhone , Wired Headphones"
176993,Wired Headphones,1,11.99,2019-04-07 09:43:00,"28 South St, Los Angeles, CA 90001",11.99,4,Los Angeles,9,43,0,"iPhone , Wired Headphones"
177022,iPhone,1,700.0,2019-04-17 18:14:00,"216 Chestnut St, Los Angeles, CA 90001",700.0,4,Los Angeles,18,14,0,"iPhone , Wired Headphones"
177022,Wired Headphones,1,11.99,2019-04-17 18:14:00,"216 Chestnut St, Los Angeles, CA 90001",11.99,4,Los Angeles,18,14,0,"iPhone , Wired Headphones"
177102,iPhone,1,700.0,2019-04-24 05:19:00,"542 Center St, New York City, NY 10001",700.0,4,New York City,5,19,0,"iPhone , 27in 4K Gaming Monitor"
177102,27in 4K Gaming Monitor,1,389.99,2019-04-24 05:19:00,"542 Center St, New York City, NY 10001",389.99,4,New York City,5,19,0,"iPhone , 27in 4K Gaming Monitor"
177115,iPhone,1,700.0,2019-04-19 19:10:00,"71 6th St, San Francisco, CA 94016",700.0,4,San Francisco,19,10,0,"iPhone , Lightning Charging Cable"
177115,Lightning Charging Cable,1,14.95,2019-04-19 19:10:00,"71 6th St, San Francisco, CA 94016",14.95,4,San Francisco,19,10,0,"iPhone , Lightning Charging Cable"
177117,ThinkPad Laptop,1,999.99,2019-04-16 19:34:00,"564 Hill St, San Francisco, CA 94016",999.99,4,San Francisco,19,34,0,"ThinkPad Laptop , AAA Batteries (4-pack)"
177117,AAA Batteries (4-pack),1,2.99,2019-04-16 19:34:00,"564 Hill St, San Francisco, CA 94016",2.99,4,San Francisco,19,34,0,"ThinkPad Laptop , AAA Batteries (4-pack)"
177167,iPhone,1,700.0,2019-04-28 16:40:00,"39 Lakeview St, Boston, MA 02215",700.0,4,Boston,16,40,0,"iPhone , Apple Airpods Headphones , AAA Batteries (4-pack)"
177167,Apple Airpods Headphones,1,150.0,2019-04-28 16:40:00,"39 Lakeview St, Boston, MA 02215",150.0,4,Boston,16,40,0,"iPhone , Apple Airpods Headphones , AAA Batteries (4-pack)"
177167,AAA Batteries (4-pack),3,2.99,2019-04-28 16:40:00,"39 Lakeview St, Boston, MA 02215",8.97,4,Boston,16,40,0,"iPhone , Apple Airpods Headphones , AAA Batteries (4-pack)"
177178,iPhone,1,700.0,2019-04-07 00:02:00,"342 Dogwood St, Seattle, WA 98101",700.0,4,Seattle,0,2,0,"iPhone , Lightning Charging Cable"
177178,Lightning Charging Cable,1,14.95,2019-04-07 00:02:00,"342 Dogwood St, Seattle, WA 98101",14.95,4,Seattle,0,2,0,"iPhone , Lightning Charging Cable"
177181,Wired Headphones,1,11.99,2019-04-09 00:49:00,"309 8th St, Los Angeles, CA 90001",11.99,4,Los Angeles,0,49,0,"Wired Headphones , Apple Airpods Headphones"
177181,Apple Airpods Headphones,1,150.0,2019-04-09 00:49:00,"309 8th St, Los Angeles, CA 90001",150.0,4,Los Angeles,0,49,0,"Wired Headphones , Apple Airpods Headphones"
177182,Macbook Pro Laptop,1,1700.0,2019-04-10 22:00:00,"332 10th St, Los Angeles, CA 90001",1700.0,4,Los Angeles,22,0,0,"Macbook Pro Laptop , ThinkPad Laptop"
177182,ThinkPad Laptop,1,999.99,2019-04-10 22:00:00,"332 10th St, Los Angeles, CA 90001",999.99,4,Los Angeles,22,0,0,"Macbook Pro Laptop , ThinkPad Laptop"
177184,AA Batteries (4-pack),1,3.84,2019-04-01 16:49:00,"289 Hill St, Atlanta, GA 30301",3.84,4,Atlanta,16,49,0,"AA Batteries (4-pack) , Flatscreen TV"
177184,Flatscreen TV,1,300.0,2019-04-01 16:49:00,"289 Hill St, Atlanta, GA 30301",300.0,4,Atlanta,16,49,0,"AA Batteries (4-pack) , Flatscreen TV"
177198,Vareebadd Phone,1,400.0,2019-04-06 16:07:00,"154 6th St, New York City, NY 10001",400.0,4,New York City,16,7,0,"Vareebadd Phone , USB-C Charging Cable"
177198,USB-C Charging Cable,2,11.95,2019-04-06 16:07:00,"154 6th St, New York City, NY 10001",23.9,4,New York City,16,7,0,"Vareebadd Phone , USB-C Charging Cable"
177201,USB-C Charging Cable,1,11.95,2019-04-26 16:13:00,"505 River St, Los Angeles, CA 90001",11.95,4,Los Angeles,16,13,0,"USB-C Charging Cable , Lightning Charging Cable"
177201,Lightning Charging Cable,1,14.95,2019-04-26 16:13:00,"505 River St, Los Angeles, CA 90001",14.95,4,Los Angeles,16,13,0,"USB-C Charging Cable , Lightning Charging Cable"
177213,iPhone,1,700.0,2019-04-25 10:04:00,"756 Lincoln St, Dallas, TX 75001",700.0,4,Dallas,10,4,0,"iPhone , Lightning Charging Cable"
177213,Lightning Charging Cable,1,14.95,2019-04-25 10:04:00,"756 Lincoln St, Dallas, TX 75001",14.95,4,Dallas,10,4,0,"iPhone , Lightning Charging Cable"
177228,Google Phone,1,600.0,2019-04-17 19:38:00,"233 South St, Dallas, TX 75001",600.0,4,Dallas,19,38,0,"Google Phone , AA Batteries (4-pack)"
177228,AA Batteries (4-pack),1,3.84,2019-04-17 19:38:00,"233 South St, Dallas, TX 75001",3.84,4,Dallas,19,38,0,"Google Phone , AA Batteries (4-pack)"
177254,AA Batteries (4-pack),1,3.84,2019-04-21 02:12:00,"689 Cherry St, Boston, MA 02215",3.84,4,Boston,2,12,0,"AA Batteries (4-pack) , AAA Batteries (4-pack)"
177254,AAA Batteries (4-pack),2,2.99,2019-04-21 02:12:00,"689 Cherry St, Boston, MA 02215",5.98,4,Boston,2,12,0,"AA Batteries (4-pack) , AAA Batteries (4-pack)"
177256,Bose SoundSport Headphones,1,99.99,2019-04-28 21:34:00,"789 11th St, San Francisco, CA 94016",99.99,4,San Francisco,21,34,0,"Bose SoundSport Headphones , AA Batteries (4-pack)"
177256,AA Batteries (4-pack),1,3.84,2019-04-28 21:34:00,"789 11th St, San Francisco, CA 94016",3.84,4,San Francisco,21,34,0,"Bose SoundSport Headphones , AA Batteries (4-pack)"
177300,20in Monitor,1,109.99,2019-04-03 21:33:00,"276 Lincoln St, Los Angeles, CA 90001",109.99,4,Los Angeles,21,33,0,"20in Monitor , Apple Airpods Headphones"
177300,Apple Airpods Headphones,1,150.0,2019-04-03 21:33:00,"276 Lincoln St, Los Angeles, CA 90001",150.0,4,Los Angeles,21,33,0,"20in Monitor , Apple Airpods Headphones"
177367,Google Phone,1,600.0,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",600.0,4,San Francisco,7,52,0,"Google Phone , USB-C Charging Cable , Bose SoundSport Headphones"
177367,USB-C Charging Cable,1,11.95,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",11.95,4,San Francisco,7,52,0,"Google Phone , USB-C Charging Cable , Bose SoundSport Headphones"
177367,Bose SoundSport Headphones,1,99.99,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",99.99,4,San Francisco,7,52,0,"Google Phone , USB-C Charging Cable , Bose SoundSport Headphones"
177398,27in FHD Monitor,1,149.99,2019-04-13 21:54:00,"640 8th St, Los Angeles, CA 90001",149.99,4,Los Angeles,21,54,0,"27in FHD Monitor , AAA Batteries (4-pack)"
177398,AAA Batteries (4-pack),1,2.99,2019-04-13 21:54:00,"640 8th St, Los Angeles, CA 90001",2.99,4,Los Angeles,21,54,0,"27in FHD Monitor , AAA Batteries (4-pack)"
177428,Vareebadd Phone,1,400.0,2019-04-15 08:19:00,"481 Jefferson St, Boston, MA 02215",400.0,4,Boston,8,19,0,"Vareebadd Phone , USB-C Charging Cable"
177428,USB-C Charging Cable,1,11.95,2019-04-15 08:19:00,"481 Jefferson St, Boston, MA 02215",11.95,4,Boston,8,19,0,"Vareebadd Phone , USB-C Charging Cable"
177441,iPhone,1,700.0,2019-04-16 14:38:00,"559 Elm St, Dallas, TX 75001",700.0,4,Dallas,14,38,0,"iPhone , Lightning Charging Cable"
177441,Lightning Charging Cable,1,14.95,2019-04-16 14:38:00,"559 Elm St, Dallas, TX 75001",14.95,4,Dallas,14,38,0,"iPhone , Lightning Charging Cable"
177443,Apple Airpods Headphones,1,150.0,2019-04-21 16:42:00,"23 9th St, Dallas, TX 75001",150.0,4,Dallas,16,42,0,"Apple Airpods Headphones , 27in 4K Gaming Monitor"
177443,27in 4K Gaming Monitor,1,389.99,2019-04-21 16:42:00,"23 9th St, Dallas, TX 75001",389.99,4,Dallas,16,42,0,"Apple Airpods Headphones , 27in 4K Gaming Monitor"
177448,Google Phone,1,600.0,2019-04-24 19:38:00,"915 Forest St, Los Angeles, CA 90001",600.0,4,Los Angeles,19,38,0,"Google Phone , USB-C Charging Cable"
177448,USB-C Charging Cable,1,11.95,2019-04-24 19:38:00,"915 Forest St, Los Angeles, CA 90001",11.95,4,Los Angeles,19,38,0,"Google Phone , USB-C Charging Cable"
177486,ThinkPad Laptop,1,999.99,2019-04-21 16:24:00,"809 Highland St, Seattle, WA 98101",999.99,4,Seattle,16,24,0,"ThinkPad Laptop , Google Phone"
177486,Google Phone,1,600.0,2019-04-21 16:24:00,"809 Highland St, Seattle, WA 98101",600.0,4,Seattle,16,24,0,"ThinkPad Laptop , Google Phone"
177504,Google Phone,1,600.0,2019-04-10 14:39:00,"19 Cedar St, Boston, MA 02215",600.0,4,Boston,14,39,0,"Google Phone , USB-C Charging Cable"
177504,USB-C Charging Cable,1,11.95,2019-04-10 14:39:00,"19 Cedar St, Boston, MA 02215",11.95,4,Boston,14,39,0,"Google Phone , USB-C Charging Cable"
177506,iPhone,1,700.0,2019-04-02 07:46:00,"656 Pine St, Los Angeles, CA 90001",700.0,4,Los Angeles,7,46,0,"iPhone , Apple Airpods Headphones"
177506,Apple Airpods Headphones,1,150.0,2019-04-02 07:46:00,"656 Pine St, Los Angeles, CA 90001",150.0,4,Los Angeles,7,46,0,"iPhone , Apple Airpods Headphones"
177511,iPhone,1,700.0,2019-04-07 17:38:00,"719 North St, Los Angeles, CA 90001",700.0,4,Los Angeles,17,38,0,"iPhone , Lightning Charging Cable"
177511,Lightning Charging Cable,1,14.95,2019-04-07 17:38:00,"719 North St, Los Angeles, CA 90001",14.95,4,Los Angeles,17,38,0,"iPhone , Lightning Charging Cable"
177569,Wired Headphones,1,11.99,2019-04-27 10:31:00,"994 7th St, Los Angeles, CA 90001",11.99,4,Los Angeles,10,31,0,"Wired Headphones , Google Phone"
177569,Google Phone,1,600.0,2019-04-27 10:31:00,"994 7th St, Los Angeles, CA 90001",600.0,4,Los Angeles,10,31,0,"Wired Headphones , Google Phone"
177578,Google Phone,1,600.0,2019-04-28 22:51:00,"752 Park St, Dallas, TX 75001",600.0,4,Dallas,22,51,0,"Google Phone , USB-C Charging Cable"
177578,USB-C Charging Cable,1,11.95,2019-04-28 22:51:00,"752 Park St, Dallas, TX 75001",11.95,4,Dallas,22,51,0,"Google Phone , USB-C Charging Cable"
177582,Bose SoundSport Headphones,1,99.99,2019-04-16 17:19:00,"707 9th St, Dallas, TX 75001",99.99,4,Dallas,17,19,0,"Bose SoundSport Headphones , Wired Headphones"
177582,Wired Headphones,1,11.99,2019-04-16 17:19:00,"707 9th St, Dallas, TX 75001",11.99,4,Dallas,17,19,0,"Bose SoundSport Headphones , Wired Headphones"
177592,iPhone,1,700.0,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",700.0,4,San Francisco,11,10,0,"iPhone , Lightning Charging Cable"
177592,Lightning Charging Cable,2,14.95,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",29.9,4,San Francisco,11,10,0,"iPhone , Lightning Charging Cable"
177638,Apple Airpods Headphones,1,150.0,2019-04-04 12:44:00,"261 Center St, Portland, OR 97035",150.0,4,Portland,12,44,0,"Apple Airpods Headphones , Google Phone"
177638,Google Phone,1,600.0,2019-04-04 12:44:00,"261 Center St, Portland, OR 97035",600.0,4,Portland,12,44,0,"Apple Airpods Headphones , Google Phone"
177681,AAA Batteries (4-pack),1,2.99,2019-04-01 14:07:00,"259 7th St, Dallas, TX 75001",2.99,4,Dallas,14,7,0,"AAA Batteries (4-pack) , Macbook Pro Laptop"
177681,Macbook Pro Laptop,1,1700.0,2019-04-01 14:07:00,"259 7th St, Dallas, TX 75001",1700.0,4,Dallas,14,7,0,"AAA Batteries (4-pack) , Macbook Pro Laptop"
177719,Google Phone,1,600.0,2019-04-18 23:41:00,"533 Adams St, Los Angeles, CA 90001",600.0,4,Los Angeles,23,41,0,"Google Phone , USB-C Charging Cable"
177719,USB-C Charging Cable,1,11.95,2019-04-18 23:41:00,"533 Adams St, Los Angeles, CA 90001",11.95,4,Los Angeles,23,41,0,"Google Phone , USB-C Charging Cable"
177758,USB-C Charging Cable,1,11.95,2019-04-01 19:21:00,"963 Center St, Boston, MA 02215",11.95,4,Boston,19,21,0,"USB-C Charging Cable , Lightning Charging Cable"
177758,Lightning Charging Cable,1,14.95,2019-04-01 19:21:00,"963 Center St, Boston, MA 02215",14.95,4,Boston,19,21,0,"USB-C Charging Cable , Lightning Charging Cable"
177769,iPhone,1,700.0,2019-04-14 22:54:00,"728 Church St, Atlanta, GA 30301",700.0,4,Atlanta,22,54,0,"iPhone , Lightning Charging Cable"
177769,Lightning Charging Cable,1,14.95,2019-04-14 22:54:00,"728 Church St, Atlanta, GA 30301",14.95,4,Atlanta,22,54,0,"iPhone , Lightning Charging Cable"
177778,iPhone,1,700.0,2019-05-01 00:48:00,"478 West St, Boston, MA 02215",700.0,5,Boston,0,48,0,"iPhone , Apple Airpods Headphones"
177778,Apple Airpods Headphones,1,150.0,2019-05-01 00:48:00,"478 West St, Boston, MA 02215",150.0,5,Boston,0,48,0,"iPhone , Apple Airpods Headphones"
177782,Lightning Charging Cable,2,14.95,2019-04-17 20:30:00,"29 5th St, San Francisco, CA 94016",29.9,4,San Francisco,20,30,0,"Lightning Charging Cable , 27in 4K Gaming Monitor"
177782,27in 4K Gaming Monitor,1,389.99,2019-04-17 20:30:00,"29 5th St, San Francisco, CA 94016",389.99,4,San Francisco,20,30,0,"Lightning Charging Cable , 27in 4K Gaming Monitor"
177800,Google Phone,1,600.0,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",600.0,4,Portland,11,56,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
177800,USB-C Charging Cable,1,11.95,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",11.95,4,Portland,11,56,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
177800,Wired Headphones,1,11.99,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",11.99,4,Portland,11,56,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
177815,Apple Airpods Headphones,1,150.0,2019-04-19 20:27:00,"124 5th St, Dallas, TX 75001",150.0,4,Dallas,20,27,0,"Apple Airpods Headphones , Lightning Charging Cable"
177815,Lightning Charging Cable,1,14.95,2019-04-19 20:27:00,"124 5th St, Dallas, TX 75001",14.95,4,Dallas,20,27,0,"Apple Airpods Headphones , Lightning Charging Cable"
177861,AA Batteries (4-pack),1,3.84,2019-04-23 06:32:00,"712 Washington St, Boston, MA 02215",3.84,4,Boston,6,32,0,"AA Batteries (4-pack) , Apple Airpods Headphones"
177861,Apple Airpods Headphones,1,150.0,2019-04-23 06:32:00,"712 Washington St, Boston, MA 02215",150.0,4,Boston,6,32,0,"AA Batteries (4-pack) , Apple Airpods Headphones"
177874,iPhone,1,700.0,2019-04-04 18:23:00,"334 Willow St, Boston, MA 02215",700.0,4,Boston,18,23,0,"iPhone , Apple Airpods Headphones"
177874,Apple Airpods Headphones,1,150.0,2019-04-04 18:23:00,"334 Willow St, Boston, MA 02215",150.0,4,Boston,18,23,0,"iPhone , Apple Airpods Headphones"
177971,iPhone,1,700.0,2019-04-30 08:05:00,"81 Lincoln St, San Francisco, CA 94016",700.0,4,San Francisco,8,5,0,"iPhone , Lightning Charging Cable"
177971,Lightning Charging Cable,1,14.95,2019-04-30 08:05:00,"81 Lincoln St, San Francisco, CA 94016",14.95,4,San Francisco,8,5,0,"iPhone , Lightning Charging Cable"
177996,iPhone,1,700.0,2019-04-07 17:20:00,"37 Jackson St, Atlanta, GA 30301",700.0,4,Atlanta,17,20,0,"iPhone , Lightning Charging Cable"
177996,Lightning Charging Cable,1,14.95,2019-04-07 17:20:00,"37 Jackson St, Atlanta, GA 30301",14.95,4,Atlanta,17,20,0,"iPhone , Lightning Charging Cable"
178009,34in Ultrawide Monitor,1,379.99,2019-04-10 16:01:00,"829 1st St, New York City, NY 10001",379.99,4,New York City,16,1,0,"34in Ultrawide Monitor , USB-C Charging Cable"
178009,USB-C Charging Cable,1,11.95,2019-04-10 16:01:00,"829 1st St, New York City, NY 10001",11.95,4,New York City,16,1,0,"34in Ultrawide Monitor , USB-C Charging Cable"
178029,iPhone,1,700.0,2019-04-06 21:15:00,"800 9th St, Los Angeles, CA 90001",700.0,4,Los Angeles,21,15,0,"iPhone , Apple Airpods Headphones"
178029,Apple Airpods Headphones,1,150.0,2019-04-06 21:15:00,"800 9th St, Los Angeles, CA 90001",150.0,4,Los Angeles,21,15,0,"iPhone , Apple Airpods Headphones"
178106,AAA Batteries (4-pack),1,2.99,2019-04-27 19:11:00,"995 Maple St, Seattle, WA 98101",2.99,4,Seattle,19,11,0,"AAA Batteries (4-pack) , Wired Headphones"
178106,Wired Headphones,1,11.99,2019-04-27 19:11:00,"995 Maple St, Seattle, WA 98101",11.99,4,Seattle,19,11,0,"AAA Batteries (4-pack) , Wired Headphones"
178118,iPhone,1,700.0,2019-04-27 11:48:00,"139 Dogwood St, Boston, MA 02215",700.0,4,Boston,11,48,0,"iPhone , AAA Batteries (4-pack)"
178118,AAA Batteries (4-pack),1,2.99,2019-04-27 11:48:00,"139 Dogwood St, Boston, MA 02215",2.99,4,Boston,11,48,0,"iPhone , AAA Batteries (4-pack)"
178135,Lightning Charging Cable,1,14.95,2019-04-13 22:31:00,"994 Center St, New York City, NY 10001",14.95,4,New York City,22,31,0,"Lightning Charging Cable , AA Batteries (4-pack)"
178135,AA Batteries (4-pack),2,3.84,2019-04-13 22:31:00,"994 Center St, New York City, NY 10001",7.68,4,New York City,22,31,0,"Lightning Charging Cable , AA Batteries (4-pack)"
178137,Lightning Charging Cable,1,14.95,2019-04-07 05:46:00,"679 Church St, Atlanta, GA 30301",14.95,4,Atlanta,5,46,0,"Lightning Charging Cable , AA Batteries (4-pack)"
178137,AA Batteries (4-pack),2,3.84,2019-04-07 05:46:00,"679 Church St, Atlanta, GA 30301",7.68,4,Atlanta,5,46,0,"Lightning Charging Cable , AA Batteries (4-pack)"
178158,Google Phone,1,600.0,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",600.0,4,San Francisco,21,13,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
178158,USB-C Charging Cable,1,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",11.95,4,San Francisco,21,13,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
178158,Wired Headphones,1,11.99,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",11.99,4,San Francisco,21,13,0,"Google Phone , USB-C Charging Cable , Wired Headphones"
178162,iPhone,1,700.0,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",700.0,4,Seattle,10,49,0,"iPhone , Lightning Charging Cable"
178162,Lightning Charging Cable,1,14.95,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",14.95,4,Seattle,10,49,0,"iPhone , Lightning Charging Cable"
178168,AA Batteries (4-pack),1,3.84,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",3.84,4,New York City,14,48,0,"AA Batteries (4-pack) , Macbook Pro Laptop"
178168,Macbook Pro Laptop,1,1700.0,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",1700.0,4,New York City,14,48,0,"AA Batteries (4-pack) , Macbook Pro Laptop"
178190,Vareebadd Phone,1,400.0,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",400.0,4,Atlanta,18,10,0,"Vareebadd Phone , Wired Headphones"
178190,Wired Headphones,1,11.99,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",11.99,4,Atlanta,18,10,0,"Vareebadd Phone , Wired Headphones"
178221,Flatscreen TV,1,300.0,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",300.0,4,Boston,11,21,0,"Flatscreen TV , Lightning Charging Cable"
178221,Lightning Charging Cable,1,14.95,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",14.95,4,Boston,11,21,0,"Flatscreen TV , Lightning Charging Cable"
178242,iPhone,1,700.0,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",700.0,4,Austin,15,29,0,"iPhone , Lightning Charging Cable"
178242,Lightning Charging Cable,1,14.95,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",14.95,4,Austin,15,29,0,"iPhone , Lightning Charging Cable"
178258,iPhone,1,700.0,2019-04-22 01:00:00,"479 9th St, Los Angeles, CA 90001",700.0,4,Los Angeles,1,0,0,"iPhone , Apple Airpods Headphones"
178258,Apple Airpods Headphones,1,150.0,2019-04-22 01:00:00,"479 9th St, Los Angeles, CA 90001",150.0,4,Los Angeles,1,0,0,"iPhone , Apple Airpods Headphones"
178280,iPhone,1,700.0,2019-04-08 12:34:00,"806 Madison St, San Francisco, CA 94016",700.0,4,San Francisco,12,34,0,"iPhone , Lightning Charging Cable"
178280,Lightning Charging Cable,1,14.95,2019-04-08 12:34:00,"806 Madison St, San Francisco, CA 94016",14.95,4,San Francisco,12,34,0,"iPhone , Lightning Charging Cable"
